bins	hetionet	perm_1	perm_2	perm_150
0.0	1.414691103188007	0.6255082254331644	0.6963991576489231	0.6526135818686015
0.01	1.2864619169742082	0.8725839744792644	0.8121181793540585	0.8903067075332041
0.02	1.1801255186505704	0.9038593857509227	0.8600738099706012	0.8788390567335962
0.03	1.0571089009820478	0.8913492212422592	0.936177310731636	0.890306707533204
0.04	1.099851963053314	0.9351347970225807	0.9101144680052541	0.8996893309147014
0.05	0.9236671462229733	0.9247096599320286	0.9372198244406919	0.9038593857509231
0.06	0.9132420091324194	0.9132420091324194	0.9226246325139168	0.8559037551343792
0.07	0.8903067075332045	0.8673714059339885	0.8433935906257172	0.9695377494214054
0.08	0.7151644044119183	0.9090719542961995	0.8590312962615463	0.8433935906257172
0.09	0.8048205833906709	0.843393590625716	0.866328892224932	0.7860553366276759
0.1	0.7245470277934157	0.7287170826296369	0.7860553366276771	0.8746690018973754
0.11	0.7130793769938077	0.8486061591709936	0.8110756656450037	0.7620775213194058
0.12	0.6046579512520585	0.7537374116469625	0.698484185067033	0.6963991576489225
0.13	0.6004878964158373	0.7558224390650731	0.8100331519359472	0.7735451721190126
0.14	0.6359333625237183	0.7745876858280701	0.770417630991849	0.7818852817914571
0.15	0.526469423072913	0.6786764245949828	0.6536560955776562	0.6672087737953748
0.16	0.5556598069264606	0.7141218907028621	0.7422697608473545	0.7245470277934148
0.17	0.4430683263484923	0.6432309584871053	0.6891015616855375	0.6630387189591556
0.18	0.537937073872521	0.6588686641229327	0.6995266987760883	0.6515710681595457
0.19	0.4597485456933755	0.61091303350639	0.5817226496528424	0.6244657117241087
0.2	0.4628760868205426	0.7193344592481404	0.5900627593252863	0.5942328141615074
0.21	0.3888576134776168	0.5410646149996868	0.5368945601634657	0.4972790392193653
0.22	0.42117553845833033	0.6515710681595457	0.6390609036508825	0.6692938012134854
0.23	0.39094264089572855	0.5785951085256782	0.5921477867433969	0.5598298617626832
0.24	0.3961552094410038	0.5202143408185813	0.5285544504910235	0.5963178415796162
0.25	0.35236963366068236	0.47330122391109397	0.4722587102020387	0.4555784908571544
0.26	0.39302766831383795	0.7068242947394752	0.6202956568878876	0.6036154375430032
0.27	0.24290569420987862	0.40449531911344594	0.4055378328225012	0.40032526427722487
0.28	0.3826025312232874	0.5629574028898506	0.5514897520902425	0.6025729238339512
0.29	0.28564875628114483	0.43889827151227	0.5066616626008628	0.46913116907487296
0.3	0.3033714893350845	0.43577073038510417	0.4482808948937675	0.4305581618398278
0.31	0.3617522570421798	0.5546172932174054	0.4222180521673856	0.49310898438314416
0.32	0.2679260232272052	0.34715706511540595	0.3732199078417878	0.35549717478784815
0.33	0.28147870144492376	0.4430683263484911	0.48581138841975724	0.5535747795083501
0.34	0.25645837242759717	0.4649611142386519	0.46183357311148604	0.40032526427722487
0.35000000000000003	0.3085840578803626	0.4159629699130563	0.4128354287858904	0.4555784908571569
0.36	0.259585913554763	0.4232605658764409	0.41700548362210926	0.4576635182752649
0.37	0.2679260232272052	0.3951126957319485	0.34819957882446123	0.3429870102791849
0.38	0.19703509101144662	0.3596672296240693	0.34819957882446123	0.33673192802485324
0.39	0.3106690852984714	0.38051750380517474	0.35236963366068236	0.45349346343904384
0.4	0.22205542002877318	0.3742624215508431	0.3575822022059587	0.34611455140635067
0.41000000000000003	0.21997039261066387	0.3534121473697396	0.29711640708075454	0.3263067909343023
