bins	hetionet	perm_1	perm_2	perm_150
0.0	0.38236511400406353	0.24691474151553916	0.2850101587779366	0.2149334035668598
0.01	0.2233990518473926	0.19941304838588306	0.18295206561818045	0.2055271276996012
0.02	0.09265181729249757	0.16649108285047787	0.19847242079915722	0.1876552035518098
0.03	0.05079388968319662	0.10017683798630445	0.15191135525622693	0.17025359319738126
0.04	0.03762510346903453	0.13403943110843552	0.13168786214162087	0.1843630069982692
0.05	0.04373918278275268	0.10346903453984503	0.1119346828203778	0.15567386560313048
0.06	0.03245165174204226	0.08888930694559402	0.11099405523365179	0.09500338625931212
0.07	0.01599066897433969	0.06725487245089927	0.11522687937391833	0.08700805177214242
0.08	0.010817217247347436	0.08465648280532775	0.07430957935134325	0.06960644141771394
0.09	0.004232824140266382	0.04703137933629313	0.07148769659116556	0.05549702761682589
0.1	0.020693806907969004	0.04656106554293027	0.04562043795620441	0.04891263450974493
0.11	0.025396944841598327	0.04138761381593801	0.06678455865753634	0.051264203476559585
0.12	0.01034690345398449	0.03057039656859054	0.050793889683196584	0.04185792760930089
0.13	0.014579727594250871	0.023515689668146565	0.030100082775227605	0.023045375874783634
0.14	0.006584393107081058	0.023045375874783697	0.04044698622921221	0.04091730002257514
0.15	0.015990668974339664	0.028689141395138812	0.01787192414779139	0.02445631725487243
0.16	0.001410941380088794	0.023515689668146565	0.011287531040710352	0.012698472420799146
0.17	0.003292196553540529	0.02539694484159836	0.021634434494694904	0.015520355180976778
0.18	0.005173451726992245	0.023515689668146565	0.015990668974339664	0.015520355180976735
0.19	0.006584393107081039	0.014579727594250871	0.013639100007525008	0.007995334487169832
0.2	0.0028218827601775957	0.006584393107081058	0.02539694484159836	0.01269847242079918
0.21	0.005173451726992245	0.015990668974339664	0.015990668974339664	0.011757844834073283
0.22	0.002821882760177588	0.014109413800887939	0.02163443449469484	0.02116412070133191
0.23	0.003292196553540529	0.016931296561065574	0.010817217247347452	0.01599066897433971
0.24	0.004232824140266382	0.013639100007525008	0.01081721724734742	0.013168786214162079
0.25	0.002821882760177588	0.008465648280532765	0.008935962073895696	0.006584393107081039
0.26	0.004232824140266382	0.008935962073895696	0.015990668974339664	0.009406275867258626
0.27	0.0009406275867258626	0.007995334487169832	0.013168786214162079	0.004703137933629313
0.28	0.000470313793362934	0.004232824140266406	0.006584393107081076	0.01928286552788029
0.29	0.0032921965535405197	0.011287531040710352	0.007525020693806901	0.006584393107081039
0.3	0.002821882760177588	0.008465648280532765	0.007525020693806901	0.001410941380088794
0.31	0.001410941380088794	0.005643765520355176	0.006584393107081039	0.0032921965535405197
0.32	0.0004703137933629313	0.0018812551734517253	0.0023515689668146566	0.005173451726992245
0.33	0.0009406275867258626	0.005173451726992245	0.001410941380088794	0.005173451726992245
0.34	0.006114079313718108	0.0004703137933629313	0.004703137933629313	0.004703137933629313
0.35000000000000003	0.000470313793362934	0.0023515689668146696	0.003292196553540538	0.003762510346903472
0.36	0.0004703137933629313	0.002821882760177588	0.005173451726992245	0.0037625103469034506
0.37	0.0	0.0032921965535405197	0.002821882760177588	0.0009406275867258626
0.38	0.0	0.002821882760177588	0.005643765520355176	0.001410941380088794
0.39	0.0	0.001410941380088794	0.002821882760177588	0.0023515689668146566
0.4	0.0009406275867258626	0.0018812551734517253	0.002821882760177588	0.004232824140266382
0.41000000000000003	0.003292196553540538	0.004703137933629339	0.000470313793362934	0.001881255173451736
0.42	0.0023515689668146566	0.004232824140266382	0.0037625103469034506	0.0018812551734517253
0.43	0.0	0.004703137933629313	0.0009406275867258626	0.0
0.44	0.0004703137933629313	0.0037625103469034506	0.001410941380088794	0.0018812551734517253
0.45	0.0009406275867258626	0.0032921965535405197	0.002821882760177588	0.0009406275867258626
0.46	0.0004703137933629313	0.0009406275867258626	0.001410941380088794	0.0004703137933629313
0.47000000000000003	0.000470313793362934	0.000940627586725868	0.001881255173451736	0.0
0.48	0.0004703137933629313	0.0009406275867258626	0.0037625103469034506	0.0004703137933629313
0.49	0.0	0.001410941380088794	0.0023515689668146566	0.006584393107081039
0.5	0.0	0.0009406275867258626	0.001410941380088794	0.0004703137933629313
0.51	0.0	0.0009406275867258626	0.0004703137933629313	0.0009406275867258626
0.52	0.0	0.0	0.0018812551734517253	0.0009406275867258626
0.53	0.0	0.0	0.0009406275867258626	0.0004703137933629313
0.54	0.0009406275867258626	0.0004703137933629313	0.001410941380088794	0.0009406275867258626
0.55	0.0	0.0004703137933629313	0.0004703137933629313	0.0004703137933629313
0.56	0.0	0.0	0.0	0.0
0.5700000000000001	0.0	0.0004703137933629366	0.0009406275867258732	0.0
0.58	0.0	0.0004703137933629313	0.0009406275867258626	0.0
0.59	0.0004703137933629313	0.0009406275867258626	0.0	0.0
0.6	0.0	0.0004703137933629313	0.0	0.0004703137933629313
0.61	0.0	0.0009406275867258626	0.0018812551734517253	0.0009406275867258626
0.62	0.0	0.0009406275867258626	0.0009406275867258626	0.001410941380088794
0.63	0.0	0.0	0.0004703137933629313	0.0023515689668146566
0.64	0.0	0.001410941380088794	0.0004703137933629313	0.0023515689668146566
0.65	0.0	0.0	0.0	0.0004703137933629313
0.66	0.0	0.0	0.0004703137933629313	0.0
0.67	0.0	0.0	0.0	0.0
0.68	0.0	0.0	0.0	0.0
0.6900000000000001	0.0	0.0004703137933629313	0.0004703137933629313	0.0
0.7000000000000001	0.0	0.0004703137933629366	0.0004703137933629366	0.0
0.71	0.0	0.0004703137933629313	0.0	0.0
0.72	0.0	0.0	0.0	0.0004703137933629313
0.73	0.0	0.0009406275867258626	0.0004703137933629313	0.0
0.74	0.0	0.0	0.0004703137933629313	0.0
0.75	0.0	0.0004703137933629313	0.0009406275867258626	0.0
0.76	0.0	0.0004703137933629313	0.0	0.0004703137933629313
0.77	0.0	0.0	0.0004703137933629313	0.0
0.78	0.0	0.0	0.0	0.0
0.79	0.0	0.0004703137933629313	0.0	0.0
0.8	0.0	0.0004703137933629313	0.0004703137933629313	0.0
0.81	0.0	0.0	0.0	0.0
0.8200000000000001	0.0	0.0	0.0	0.0009406275867258626
0.8300000000000001	0.0	0.0	0.0	0.0
0.84	0.0	0.0	0.0	0.0004703137933629313
0.85	0.0	0.0	0.0	0.0
0.86	0.0	0.0	0.0	0.0
0.87	0.0	0.0	0.0	0.0004703137933629313
0.88	0.0	0.0	0.0004703137933629313	0.0
0.89	0.0	0.0	0.0	0.0
0.9	0.0	0.0	0.0	0.0
0.91	0.0	0.0004703137933629313	0.0	0.0004703137933629313
0.92	0.0	0.0	0.0	0.0
0.93	0.0	0.0	0.0	0.0
0.9400000000000001	0.0	0.0	0.0	0.0
0.9500000000000001	0.0	0.0004703137933629366	0.0	0.0
0.96	0.0	0.0	0.0	0.0
0.97	0.0	0.0	0.0	0.0
0.98	0.0	0.0	0.0	0.0
0.99	98.94226427872668	98.29793438181946	98.03408834374285	98.10510572654066
