bins	hetionet	perm_1	perm_2	perm_150
0.0	1.4098258817299296	0.3705646177621512	0.4212292408708205	0.3699281275220926
0.01	0.7502946949811472	0.4620919142825864	0.4552178196899529	0.46107352989849254
0.02	0.49175235946931994	0.4258119705992429	0.4455431680410613	0.4259392686472546
0.03	0.41028160874181147	0.4307765944717003	0.41384595408613994	0.4400693519765567
0.04	0.3239735321898573	0.3983155922287087	0.3978064000366618	0.40964511850175284
0.05	0.285784117786338	0.3970426117485917	0.3752746455385855	0.38316712451531293
0.06	0.24148439707825498	0.3815122498911598	0.37374706896244425	0.37807520259484306
0.07	0.2170431718600028	0.3457414983998637	0.32626489705406875	0.35388857347261454
0.08	0.18636434228917545	0.3326297994546553	0.3177359278372827	0.3393765959992771
0.09	0.16370528974308693	0.3251192146219627	0.3102253430045901	0.32804706972623254
0.1	0.154285234190219	0.31646294735716535	0.29825932649148773	0.28349275292212683
0.11	0.14371949620524527	0.3032239503639453	0.27789163880961065	0.29940500892359334
0.12	0.12551587533956743	0.2778916388096102	0.2729270149371527	0.2925309143309594
0.13	0.11966016513102777	0.2870570982664549	0.25294122139931086	0.2736908032252231
0.14	0.11851448269892252	0.260324508183992	0.24517604047059588	0.2598153159919451
0.15	0.1052754857057021	0.24746740533480638	0.239574926358079	0.2608337003760382
0.16	0.09751030477698645	0.234355706389598	0.25243202920726393	0.24377576194246614
0.17	0.09751030477698673	0.26019721013598024	0.23422840834158692	0.24186629122229084
0.18	0.0928002770005524	0.23868384002199688	0.2073685202111109	0.220607517204331
0.19	0.07892478976727363	0.23219163957339856	0.20571364558695837	0.2161520855239204
0.2	0.08032506829540291	0.20469526120286508	0.19527520564999692	0.20685932801906456
0.21	0.07905208781528536	0.2146245089477796	0.20329498267473547	0.21080556750742765
0.22	0.07586963661499208	0.19323843688180867	0.18381838132894054	0.19833035880227795
0.23	0.07345097370276939	0.20049442561847794	0.18458216961701143	0.19158356225765671
0.24	0.06784985959025298	0.19260194664175	0.17261615310390815	0.18101782427268245
0.25	0.06886824397434683	0.1896740915374802	0.1628142034070048	0.17745347892835397
0.26	0.058557102085396565	0.17885375745648302	0.154667128334254	0.16205041511893442
0.27	0.06263063962177198	0.17376183553601374	0.1514846771339607	0.16421448193513385
0.28	0.05613843917317398	0.16879721166355713	0.15823147367858334	0.1666331448473577
0.29	0.055756545029138474	0.16472367412718078	0.15021169665384337	0.15059359079787857
0.3	0.051937603588786525	0.16345069364706347	0.15606740686238305	0.15084818689390203
0.31	0.05957548646949042	0.1483022259336674	0.13837297818875233	0.14321030401319812
0.32	0.049773536772587085	0.14282840986916293	0.12806183629980206	0.14473788058933892
0.33	0.04875515238849323	0.1499571005578199	0.12487938509950877	0.1354451230844825
0.34	0.05206490163679826	0.1378637859967054	0.12106044365915682	0.1358270172285177
0.35000000000000003	0.050155430916622556	0.14321030401319892	0.12882562458787317	0.14206462158109334
0.36	0.04735487386036418	0.1358270172285177	0.11291336858640601	0.13531782503647077
0.37	0.042899442179953576	0.1330264601722596	0.107694148617925	0.12767994215576686
0.38	0.04137186560381279	0.12487938509950877	0.1229699143793328	0.11596852173868755
0.39	0.042772144131941844	0.12284261633132107	0.10973091738611271	0.11125849396225349
0.4	0.04391782656404743	0.11113119591424175	0.11227687834634735	0.10718495642587807
0.41000000000000003	0.0357707514912968	0.11354985882646529	0.10183843840938592	0.10629387008979654
0.42	0.03589804953930833	0.10705765837786634	0.09814679501704511	0.10616657204178422
0.43	0.03589804953930833	0.12347910657137973	0.10476629351365517	0.10947632129008925
0.44	0.03997158707568375	0.10400250522558478	0.09127270042441162	0.09114540237639988
0.45	0.03818941440351951	0.10591197594576075	0.08898133556020045	0.10362061108154959
0.46	0.03513426125123794	0.10043815988125629	0.09470974772072836	0.09840139111306857
0.47000000000000003	0.03729832806743759	0.09954707354517472	0.08732646093604841	0.08261643315961432
0.48	0.037807520259484306	0.09305487309657587	0.0843986058317781	0.08987242189628257
0.49	0.03500696320322621	0.09152729652043508	0.08427130778376637	0.09089080628037642
0.5	0.03627994368334353	0.09661921844090433	0.08694456679201273	0.07765180928715633
0.51	0.03322479053106197	0.09190919066447027	0.07726991514312113	0.09407325748066969
0.52	0.027750974466557506	0.08299832730364905	0.07854289562323843	0.0836348175437077
0.53	0.030296935426792137	0.08605348045593061	0.07319637760674572	0.08007047219937923
0.54	0.030678829570827335	0.07981587610335576	0.07319637760674572	0.07574233856698034
0.55	0.0305515315228156	0.08287102925563732	0.07472395418288649	0.07930668391130884
0.56	0.03131531981088599	0.07294178151072225	0.06568579277405355	0.0795612800073323
0.5700000000000001	0.029787743234745544	0.08057966439142705	0.06441281229393694	0.0681044556862772
0.58	0.028769358850651357	0.07726991514312113	0.07217799322265187	0.08096155853546134
0.59	0.02673259008246365	0.07383286784680437	0.06364902400586583	0.06861364787832337
0.6	0.028514762754627897	0.0715415029825932	0.0639036201018893	0.07345097370276918
0.61	0.02736908032252231	0.06441281229393622	0.0611030630456312	0.07306907955873398
0.62	0.028132868610592703	0.06606768691808874	0.05461086259703289	0.06364902400586583
0.63	0.027750974466557506	0.06492200448598316	0.05524735283709155	0.0667041771581474
0.64	0.028132868610592703	0.058938996229431766	0.05652033331720887	0.06021197670954908
0.65	0.023804734978193822	0.06224874547773679	0.054865458693056354	0.06721336935019433
0.66	0.026477993986440188	0.06046657280557254	0.05308328602089211	0.0650493025339949
0.67	0.03220640614696811	0.06377632205387757	0.05524735283709155	0.06161225523767813
0.68	0.025968801794393263	0.05919359232545523	0.05244679578083345	0.06759526349422952
0.6900000000000001	0.021895264258017848	0.0538470743089625	0.04913704653252842	0.05652033331720887
0.7000000000000001	0.02800557056258128	0.06186685133370228	0.051937603588787094	0.05881169818142069
0.71	0.026477993986440188	0.05728412160527926	0.050791921156680936	0.057793313797326176
0.72	0.02584150374638153	0.055756545029138474	0.04671838362030553	0.05461086259703289
0.73	0.024186629122229016	0.05206490163679826	0.04671838362030553	0.05041002701264574
0.74	0.023804734978193822	0.0465910855722938	0.044936210948141285	0.054992756741068086
0.75	0.02316824473813517	0.05015543091662228	0.04569999923621167	0.052955987972880376
0.76	0.01896740915374802	0.05028272896463401	0.04799136410042284	0.05244679578083345
0.77	0.02711448422649885	0.04722757581235245	0.04671838362030553	0.04671838362030553
0.78	0.02724178227451058	0.050791921156680936	0.047736768004399376	0.045954595332235136
0.79	0.026350695938428457	0.04302674022796531	0.0409899714597776	0.043790528516035696
0.8	0.026987186178487117	0.04646378752428207	0.03806211635550777	0.05244679578083345
0.81	0.02316824473813517	0.03997158707568375	0.042772144131941844	0.04735487386036418
0.8200000000000001	0.02520501350632287	0.04009888512369548	0.039844289027672015	0.0441724226600709
0.8300000000000001	0.027369080322522613	0.044808912900130046	0.04022618317170766	0.04353593242001272
0.84	0.02444122521825248	0.039844289027672015	0.03844401049954297	0.04939164262855189
0.85	0.02316824473813517	0.037680222211472575	0.03691643392340219	0.04213565389188319
0.86	0.02520501350632287	0.04048077926773067	0.03793481830749604	0.04710027776434072
0.87	0.03042423347480387	0.03691643392340219	0.0357707514912966	0.04239024998790665
0.88	0.02584150374638153	0.03717103001942565	0.045063508996153016	0.03920779878761335
0.89	0.028514762754627897	0.037680222211472575	0.04009888512369548	0.040608077315742404
0.9	0.027750974466557506	0.037807520259484306	0.03729832806743738	0.04519080704416475
0.91	0.031697213954921186	0.03729832806743738	0.03793481830749604	0.04519080704416475
0.92	0.030678829570827335	0.0385713085475547	0.03500696320322621	0.042008355843871456
0.93	0.03195181005094465	0.03437047296316755	0.03640724173135526	0.04035348121971894
0.9400000000000001	0.03589804953930833	0.03437047296316755	0.035643453443284866	0.04315403827597704
0.9500000000000001	0.03908050073960206	0.03131531981088634	0.03513426125123833	0.03768022221147299
0.96	0.04226295193989492	0.03437047296316755	0.04226295193989492	0.04213565389188319
0.97	0.04531810509217648	0.032970194435038506	0.04557270118819994	0.045063508996153016
0.98	0.06364902400586583	0.03818941440351951	0.04811866214843457	0.04799136410042284
0.99	91.4103096143123	86.45345092278347	87.25631971159346	86.58265844151538
