position	identifier	name
0	1	A1BG
1	2	A2M
2	9	NAT1
3	10	NAT2
4	12	SERPINA3
5	13	AADAC
6	14	AAMP
7	15	AANAT
8	16	AARS
9	18	ABAT
10	19	ABCA1
11	20	ABCA2
12	21	ABCA3
13	22	ABCB7
14	23	ABCF1
15	24	ABCA4
16	25	ABL1
17	26	AOC1
18	27	ABL2
19	28	ABO
20	29	ABR
21	30	ACAA1
22	31	ACACA
23	32	ACACB
24	33	ACADL
25	34	ACADM
26	35	ACADS
27	36	ACADSB
28	37	ACADVL
29	38	ACAT1
30	39	ACAT2
31	40	ASIC2
32	41	ASIC1
33	43	ACHE
34	47	ACLY
35	48	ACO1
36	49	ACR
37	50	ACO2
38	51	ACOX1
39	52	ACP1
40	53	ACP2
41	54	ACP5
42	55	ACPP
43	56	ACRV1
44	58	ACTA1
45	59	ACTA2
46	60	ACTB
47	70	ACTC1
48	71	ACTG1
49	72	ACTG2
50	81	ACTN4
51	86	ACTL6A
52	87	ACTN1
53	88	ACTN2
54	89	ACTN3
55	90	ACVR1
56	91	ACVR1B
57	92	ACVR2A
58	93	ACVR2B
59	94	ACVRL1
60	95	ACY1
61	97	ACYP1
62	98	ACYP2
63	100	ADA
64	101	ADAM8
65	102	ADAM10
66	103	ADAR
67	104	ADARB1
68	105	ADARB2
69	107	ADCY1
70	108	ADCY2
71	109	ADCY3
72	111	ADCY5
73	112	ADCY6
74	113	ADCY7
75	114	ADCY8
76	115	ADCY9
77	116	ADCYAP1
78	117	ADCYAP1R1
79	118	ADD1
80	119	ADD2
81	120	ADD3
82	123	PLIN2
83	124	ADH1A
84	125	ADH1B
85	126	ADH1C
86	127	ADH4
87	128	ADH5
88	130	ADH6
89	131	ADH7
90	132	ADK
91	133	ADM
92	134	ADORA1
93	135	ADORA2A
94	136	ADORA2B
95	140	ADORA3
96	141	ADPRH
97	142	PARP1
98	143	PARP4
99	146	ADRA1D
100	147	ADRA1B
101	148	ADRA1A
102	150	ADRA2A
103	151	ADRA2B
104	152	ADRA2C
105	153	ADRB1
106	154	ADRB2
107	155	ADRB3
108	156	ADRBK1
109	157	ADRBK2
110	158	ADSL
111	159	ADSS
112	160	AP2A1
113	161	AP2A2
114	162	AP1B1
115	163	AP2B1
116	164	AP1G1
117	165	AEBP1
118	166	AES
119	167	CRISP1
120	173	AFM
121	174	AFP
122	175	AGA
123	176	ACAN
124	177	AGER
125	178	AGL
126	181	AGRP
127	182	JAG1
128	183	AGT
129	185	AGTR1
130	186	AGTR2
131	187	APLNR
132	189	AGXT
133	190	NR0B1
134	191	AHCY
135	196	AHR
136	197	AHSG
137	199	AIF1
138	202	AIM1
139	203	AK1
140	204	AK2
141	205	AK4
142	207	AKT1
143	208	AKT2
144	210	ALAD
145	211	ALAS1
146	212	ALAS2
147	213	ALB
148	214	ALCAM
149	215	ABCD1
150	216	ALDH1A1
151	217	ALDH2
152	218	ALDH3A1
153	219	ALDH1B1
154	220	ALDH1A3
155	221	ALDH3B1
156	222	ALDH3B2
157	223	ALDH9A1
158	224	ALDH3A2
159	225	ABCD2
160	226	ALDOA
161	229	ALDOB
162	230	ALDOC
163	231	AKR1B1
164	238	ALK
165	239	ALOX12
166	240	ALOX5
167	241	ALOX5AP
168	242	ALOX12B
169	246	ALOX15
170	247	ALOX15B
171	248	ALPI
172	249	ALPL
173	250	ALPP
174	251	ALPPL2
175	257	ALX3
176	258	AMBN
177	259	AMBP
178	262	AMD1
179	265	AMELX
180	266	AMELY
181	267	AMFR
182	268	AMH
183	269	AMHR2
184	270	AMPD1
185	271	AMPD2
186	272	AMPD3
187	273	AMPH
188	274	BIN1
189	275	AMT
190	276	AMY1A
191	277	AMY1B
192	278	AMY1C
193	279	AMY2A
194	280	AMY2B
195	283	ANG
196	284	ANGPT1
197	285	ANGPT2
198	286	ANK1
199	287	ANK2
200	288	ANK3
201	290	ANPEP
202	291	SLC25A4
203	292	SLC25A5
204	293	SLC25A6
205	301	ANXA1
206	302	ANXA2
207	306	ANXA3
208	307	ANXA4
209	308	ANXA5
210	309	ANXA6
211	310	ANXA7
212	311	ANXA11
213	312	ANXA13
214	313	AOAH
215	314	AOC2
216	316	AOX1
217	317	APAF1
218	318	NUDT2
219	319	APOF
220	320	APBA1
221	321	APBA2
222	322	APBB1
223	323	APBB2
224	324	APC
225	325	APCS
226	326	AIRE
227	327	APEH
228	328	APEX1
229	329	BIRC2
230	330	BIRC3
231	331	XIAP
232	332	BIRC5
233	333	APLP1
234	334	APLP2
235	335	APOA1
236	336	APOA2
237	337	APOA4
238	338	APOB
239	339	APOBEC1
240	341	APOC1
241	343	AQP8
242	344	APOC2
243	345	APOC3
244	346	APOC4
245	347	APOD
246	348	APOE
247	350	APOH
248	351	APP
249	353	APRT
250	354	KLK3
251	355	FAS
252	356	FASLG
253	357	SHROOM2
254	358	AQP1
255	359	AQP2
256	360	AQP3
257	361	AQP4
258	362	AQP5
259	363	AQP6
260	364	AQP7
261	366	AQP9
262	367	AR
263	368	ABCC6
