archive	filename	file_size	compress_type	compress_size	CRC
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG.tsv.gz	29518	store	29518	319609935
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AeG.tsv.gz	326738	store	326738	2550519764
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AlD.tsv.gz	35032	store	35032	4083219840
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AuG.tsv.gz	23011	store	23011	3393231795
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/BPpG.tsv.gz	5404354	store	5404354	1852652113
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CCpG.tsv.gz	331895	store	331895	1142357884
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CbG.tsv.gz	103443	store	103443	1999772423
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CcSE.tsv.gz	2545144	store	2545144	3101396771
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CdG.tsv.gz	178442	store	178442	942874970
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CiPC.tsv.gz	5218	store	5218	2173699743
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CpD.tsv.gz	4401	store	4401	3607980600
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CrC.tsv.gz	60063	store	60063	3706578543
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CtD.tsv.gz	10809	store	10809	4103225526
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/CuG.tsv.gz	149720	store	149720	1639833066
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DaG.tsv.gz	82826	store	82826	1582331280
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DdG.tsv.gz	2911	store	2911	3297060477
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DpS.tsv.gz	46300	store	46300	2469201093
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DrD.tsv.gz	16234	store	16234	2917783593
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/DuG.tsv.gz	4090	store	4090	1600546008
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/G<rG.tsv.gz	2552329	store	2552329	2868158933
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/GcG.tsv.gz	944641	store	944641	740253025
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/GiG.tsv.gz	2267123	store	2267123	3176944691
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/GpMF.tsv.gz	321009	store	321009	422163454
degree-grouped-perms_length-1_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/GpPW.tsv.gz	623133	store	623133	2100995117
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rG.tsv.gz	199487	store	199487	299596500
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdGaD.tsv.gz	75339	store	75339	354760604
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdGbC.tsv.gz	44081	store	44081	3877016004
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdGcG.tsv.gz	161762	store	161762	347945764
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdGdA.tsv.gz	22596	store	22596	3076621700
degree-grouped-perms_length-2_damping-0.5.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdGdC.tsv.gz	75197	store	75197	4027351786
