archive	filename	file_size	compress_type	compress_size	CRC
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/AdG.sparse.npz	243237	store	243237	2168858522
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/AeG.sparse.npz	1822554	store	1822554	331588610
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/AlD.sparse.npz	14017	store	14017	2953635539
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/AuG.sparse.npz	228894	store	228894	46449735
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/BPpG.sparse.npz	3173798	store	3173798	3260482140
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CCpG.sparse.npz	269192	store	269192	659181379
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CbG.sparse.npz	46695	store	46695	3174927453
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CcSE.sparse.npz	881508	store	881508	1343297371
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CdG.sparse.npz	82925	store	82925	3431862491
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CiPC.sparse.npz	5352	store	5352	350524012
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CpD.sparse.npz	2509	store	2509	219732630
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CrC.sparse.npz	41614	store	41614	1742725935
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CtD.sparse.npz	4037	store	4037	3996628120
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/CuG.sparse.npz	75035	store	75035	953262481
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/DaG.sparse.npz	54517	store	54517	697622566
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/DdG.sparse.npz	23691	store	23691	3884459627
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/DpS.sparse.npz	14298	store	14298	519439651
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/DrD.sparse.npz	5060	store	5060	4276762562
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/DuG.sparse.npz	23529	store	23529	3671277873
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/G<rG.sparse.npz	1595963	store	1595963	4070163750
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/GcG.sparse.npz	688326	store	688326	2154605879
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/GiG.sparse.npz	1679655	store	1679655	1283758646
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/GpMF.sparse.npz	336425	store	336425	3835153878
dwpcs_length-1_damping-0.5.zip	path-counts/dwpc-0.5/GpPW.sparse.npz	334839	store	334839	752423399
