archive	filename	file_size	compress_type	compress_size	CRC
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rG<rG.tsv.gz	194692	store	194692	100875569
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGaD.tsv.gz	73756	store	73756	455599295
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGbC.tsv.gz	42320	store	42320	3955906816
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGcG.tsv.gz	158605	store	158605	453812673
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGdA.tsv.gz	28958	store	28958	2424424438
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGdC.tsv.gz	72472	store	72472	2523239638
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGdD.tsv.gz	14654	store	14654	4208311584
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGeA.tsv.gz	120277	store	120277	1616142529
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGiG.tsv.gz	241750	store	241750	2045452421
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGpBP.tsv.gz	490712	store	490712	2329251489
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGpCC.tsv.gz	188356	store	188356	3318017588
degree-grouped-perms_length-3_damping-0.5-0000.zip	adjusted-path-counts/dwpc-0.5/degree-grouped-permutations/AdG<rGpMF.tsv.gz	203073	store	203073	4053234675
