archive	filename	file_size	compress_type	compress_size	CRC
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rG<rG.sparse.npz	418950	store	418950	3936278359
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGaD.sparse.npz	13522	store	13522	1199108407
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGbC.sparse.npz	62209	store	62209	3268149368
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGcG.sparse.npz	505800	store	505800	3224009329
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGdA.sparse.npz	5099	store	5099	4235806764
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGdC.sparse.npz	58704	store	58704	912153398
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGdD.sparse.npz	5430	store	5430	3617472892
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGeA.sparse.npz	22309	store	22309	1032829783
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGiG.sparse.npz	1020595	store	1020595	3340643704
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGpBP.sparse.npz	787424	store	787424	3646056882
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGpCC.sparse.npz	95957	store	95957	1701061925
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGpMF.sparse.npz	180208	store	180208	1126111332
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGpPW.sparse.npz	149959	store	149959	2563965214
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGr>G.sparse.npz	654886	store	654886	760209169
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGuA.sparse.npz	5064	store	5064	1315001322
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGuC.sparse.npz	54617	store	54617	1402015276
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG<rGuD.sparse.npz	5591	store	5591	4197174583
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDaG.sparse.npz	321874	store	321874	2044230054
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDdG.sparse.npz	173699	store	173699	3975881092
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDpC.sparse.npz	10706	store	10706	3505737813
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDpS.sparse.npz	33591	store	33591	1836183233
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDrD.sparse.npz	11258	store	11258	4183700666
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDtC.sparse.npz	16910	store	16910	932955001
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGaDuG.sparse.npz	175722	store	175722	3344514543
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCbG.sparse.npz	81552	store	81552	2331970621
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCcSE.sparse.npz	288352	store	288352	148257861
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCdG.sparse.npz	132908	store	132908	532010417
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCiPC.sparse.npz	12627	store	12627	476812244
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCpD.sparse.npz	4375	store	4375	3444823803
dwpcs_length-3_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdGbCrC.sparse.npz	62587	store	62587	1104215596
