archive	filename	file_size	compress_type	compress_size	CRC
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdG<rG.sparse.npz	1259563	store	1259563	3515824542
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGaD.sparse.npz	37188	store	37188	2070888875
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGbC.sparse.npz	203583	store	203583	4242613629
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGcG.sparse.npz	1541412	store	1541412	3474156188
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGdA.sparse.npz	8017	store	8017	3091024610
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGdC.sparse.npz	125036	store	125036	1083979369
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGdD.sparse.npz	13042	store	13042	117501908
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGeA.sparse.npz	59598	store	59598	1360343078
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGiG.sparse.npz	2654498	store	2654498	1619283822
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGpBP.sparse.npz	2308372	store	2308372	2492800093
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGpCC.sparse.npz	270082	store	270082	2885176509
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGpMF.sparse.npz	506204	store	506204	2688099497
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGpPW.sparse.npz	450355	store	450355	3450972696
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGr>G.sparse.npz	1470949	store	1470949	2572708510
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGuA.sparse.npz	11555	store	11555	2728481072
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGuC.sparse.npz	121448	store	121448	2141356974
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AdGuD.sparse.npz	13403	store	13403	99237577
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeG<rG.sparse.npz	3611218	store	3611218	2074416467
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGaD.sparse.npz	133878	store	133878	1700152141
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGbC.sparse.npz	658367	store	658367	2269984361
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGcG.sparse.npz	5130934	store	5130934	3368519197
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGdC.sparse.npz	432128	store	432128	2036773500
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGdD.sparse.npz	40263	store	40263	587384531
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGeA.sparse.npz	265071	store	265071	1929756173
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGiG.sparse.npz	8595661	store	8595661	2218865449
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGpBP.sparse.npz	7563602	store	7563602	2139623986
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGpCC.sparse.npz	883546	store	883546	368056381
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGpMF.sparse.npz	1643278	store	1643278	1829428520
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGpPW.sparse.npz	1330918	store	1330918	45484912
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGr>G.sparse.npz	4749983	store	4749983	1743856311
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGuA.sparse.npz	59376	store	59376	3565029401
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGuC.sparse.npz	405660	store	405660	290783136
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AeGuD.sparse.npz	40626	store	40626	1069991367
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDaG.sparse.npz	1054117	store	1054117	1869365821
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDdG.sparse.npz	270965	store	270965	1863099826
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDlA.sparse.npz	363786	store	363786	3709085577
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDpC.sparse.npz	26679	store	26679	3347365575
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDpS.sparse.npz	356373	store	356373	690108936
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDrD.sparse.npz	99840	store	99840	220608281
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDtC.sparse.npz	59616	store	59616	3829476616
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AlDuG.sparse.npz	280076	store	280076	2627091708
dwpcs_length-2_damping-0.5.zip	path-counts/dwpc-0.5/AuG<rG.sparse.npz	1279823	store	1279823	2345098991
