archive	filename	file_size	compress_type	compress_size	CRC
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rG<rG.sparse.npz	1330164	store	1330164	2495213393
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGaD.sparse.npz	38494	store	38494	1208193888
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGbC.sparse.npz	300539	store	300539	3340902587
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGcG.sparse.npz	2093187	store	2093187	2904085059
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGdA.sparse.npz	11149	store	11149	3280292679
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGdC.sparse.npz	204097	store	204097	3847392428
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGdD.sparse.npz	13356	store	13356	969294749
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGeA.sparse.npz	62698	store	62698	2818691536
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGiG.sparse.npz	3639919	store	3639919	3855036741
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGpBP.sparse.npz	2838752	store	2838752	2926561471
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGpCC.sparse.npz	342784	store	342784	809662304
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGpMF.sparse.npz	669557	store	669557	2796156039
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGpPW.sparse.npz	504146	store	504146	370606791
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGr>G.sparse.npz	2054306	store	2054306	3020319441
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGuA.sparse.npz	11108	store	11108	2771486253
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGuC.sparse.npz	192256	store	192256	4214851763
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdG<rGuD.sparse.npz	13717	store	13717	1262684200
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDaG.sparse.npz	1103792	store	1103792	3965487715
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDdG.sparse.npz	546643	store	546643	2839750283
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDpC.sparse.npz	33593	store	33593	2942712331
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDpS.sparse.npz	116780	store	116780	387528324
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDrD.sparse.npz	38232	store	38232	526987771
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDtC.sparse.npz	50663	store	50663	3236816805
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGaDuG.sparse.npz	565315	store	565315	2382583282
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCbG.sparse.npz	355057	store	355057	693512149
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCcSE.sparse.npz	1331134	store	1331134	477275789
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCdG.sparse.npz	589200	store	589200	57063735
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCiPC.sparse.npz	60400	store	60400	2691004355
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCpD.sparse.npz	14388	store	14388	2668386340
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCrC.sparse.npz	314876	store	314876	1518557101
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCtD.sparse.npz	22271	store	22271	2449799725
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGbCuG.sparse.npz	645395	store	645395	684075381
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcG<rG.sparse.npz	1303791	store	1303791	1927577189
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGaD.sparse.npz	38473	store	38473	26391055
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGbC.sparse.npz	260295	store	260295	672650214
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGcG.sparse.npz	3227430	store	3227430	1040141406
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGdA.sparse.npz	8528	store	8528	2419972597
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGdC.sparse.npz	160897	store	160897	637790913
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGdD.sparse.npz	13182	store	13182	1159756415
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGeA.sparse.npz	64477	store	64477	2428194621
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGiG.sparse.npz	3207220	store	3207220	3962753096
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGpBP.sparse.npz	2684225	store	2684225	892854864
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGpCC.sparse.npz	341160	store	341160	3702821493
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGpMF.sparse.npz	620377	store	620377	1312331127
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGpPW.sparse.npz	496509	store	496509	3552353513
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGr>G.sparse.npz	1780694	store	1780694	3194851932
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGuA.sparse.npz	11413	store	11413	706824491
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGuC.sparse.npz	145053	store	145053	2701846922
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGcGuD.sparse.npz	13551	store	13551	1253990656
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdAdG.sparse.npz	3721607	store	3721607	3047824537
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdAeG.sparse.npz	4538443	store	4538443	3557364674
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdAlD.sparse.npz	33303	store	33303	2808924442
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdAuG.sparse.npz	4066383	store	4066383	3504341181
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdCbG.sparse.npz	215857	store	215857	4162830808
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdCcSE.sparse.npz	1184539	store	1184539	943302068
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdCdG.sparse.npz	720520	store	720520	2184122693
dwpcs_length-3_damping-0.5-0000.zip	path-counts/dwpc-0.5/AdGdCiPC.sparse.npz	45687	store	45687	926921971
