archive	filename	file_size	compress_type	compress_size	CRC
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/AdG.sparse.npz	92855	store	92855	3268170140
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/AeG.sparse.npz	256523	store	256523	217401315
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/AlD.sparse.npz	5309	store	5309	1351936014
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/AuG.sparse.npz	96130	store	96130	3562184066
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/BPpG.sparse.npz	885808	store	885808	1223786775
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CCpG.sparse.npz	121333	store	121333	2284194018
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CbG.sparse.npz	20028	store	20028	1388454810
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CcSE.sparse.npz	176944	store	176944	3892688795
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CdG.sparse.npz	32262	store	32262	2591475840
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CiPC.sparse.npz	3819	store	3819	3513416819
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CpD.sparse.npz	1745	store	1745	1928974797
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CrC.sparse.npz	18019	store	18019	1601054823
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CtD.sparse.npz	2360	store	2360	1657909418
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/CuG.sparse.npz	30051	store	30051	3460002165
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/DaG.sparse.npz	24902	store	24902	609278219
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/DdG.sparse.npz	19235	store	19235	1323810953
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/DpS.sparse.npz	5241	store	5241	98861821
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/DrD.sparse.npz	2422	store	2422	1321878392
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/DuG.sparse.npz	19111	store	19111	1065995702
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/G<rG.sparse.npz	495407	store	495407	700484141
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/GcG.sparse.npz	270649	store	270649	977424706
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/GiG.sparse.npz	541528	store	541528	2586396087
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/GpMF.sparse.npz	151598	store	151598	3060654043
dwpcs_length-1_damping-0.0-0000.zip	path-counts/dwpc-0.0/GpPW.sparse.npz	121220	store	121220	481789782
