# Hetnet, node ID to node index map, column 1 = node index, column 2 = node ID
0	Anatomy::UBERON:0000002
1	Disease::DOID:119
2	Disease::DOID:1245
3	Disease::DOID:13223
4	Disease::DOID:1964
5	Disease::DOID:2394
6	Disease::DOID:363
7	Disease::DOID:4362
8	Anatomy::UBERON:0000004
9	Disease::DOID:0060119
10	Disease::DOID:1024
11	Disease::DOID:11934
12	Disease::DOID:1319
13	Disease::DOID:184
14	Disease::DOID:2841
15	Disease::DOID:4159
16	Disease::DOID:4481
17	Disease::DOID:9296
18	Anatomy::UBERON:0000006
19	Disease::DOID:11714
20	Disease::DOID:1793
21	Disease::DOID:4989
22	Disease::DOID:9352
23	Disease::DOID:9744
24	Disease::DOID:9970
25	Anatomy::UBERON:0000007
26	Disease::DOID:11612
27	Disease::DOID:12361
28	Disease::DOID:1459
29	Disease::DOID:1595
30	Disease::DOID:1612
31	Disease::DOID:2994
32	Disease::DOID:3277
33	Disease::DOID:3953
34	Anatomy::UBERON:0000010
35	Disease::DOID:0050425
36	Disease::DOID:14330
37	Disease::DOID:2377
38	Disease::DOID:332
39	Disease::DOID:594
40	Disease::DOID:6364
41	Anatomy::UBERON:0000011
42	Disease::DOID:0050741
43	Disease::DOID:10652
44	Disease::DOID:10763
45	Disease::DOID:12995
46	Disease::DOID:1826
47	Disease::DOID:1993
48	Disease::DOID:3312
49	Disease::DOID:3393
50	Disease::DOID:8986
51	Anatomy::UBERON:0000013
52	Disease::DOID:12930
53	Disease::DOID:14221
54	Disease::DOID:784
55	Anatomy::UBERON:0000026
56	Disease::DOID:1115
57	Disease::DOID:1909
58	Disease::DOID:1936
59	Disease::DOID:4045
60	Disease::DOID:5875
61	Anatomy::UBERON:0000029
62	Disease::DOID:10021
63	Disease::DOID:10153
64	Disease::DOID:10283
65	Disease::DOID:10534
66	Disease::DOID:11054
67	Disease::DOID:11239
68	Disease::DOID:11615
69	Disease::DOID:1324
70	Disease::DOID:13499
71	Disease::DOID:1725
72	Disease::DOID:1781
73	Disease::DOID:219
74	Disease::DOID:2531
75	Disease::DOID:2596
76	Disease::DOID:2998
77	Disease::DOID:3121
78	Disease::DOID:4606
79	Disease::DOID:5041
80	Disease::DOID:5559
81	Disease::DOID:635
82	Disease::DOID:8778
83	Disease::DOID:8850
84	Anatomy::UBERON:0000033
85	Disease::DOID:12849
86	Disease::DOID:3310
87	Anatomy::UBERON:0000038
88	Anatomy::UBERON:0000042
89	Disease::DOID:1790
90	Anatomy::UBERON:0000043
91	Disease::DOID:12185
92	Disease::DOID:13189
93	Disease::DOID:418
94	Disease::DOID:7147
95	Disease::DOID:7148
96	Disease::DOID:8398
97	Disease::DOID:8893
98	Disease::DOID:9008
99	Disease::DOID:9074
100	Anatomy::UBERON:0000045
101	Disease::DOID:1192
102	Anatomy::UBERON:0000053
103	Disease::DOID:10871
104	Disease::DOID:1686
105	Disease::DOID:2174
106	Disease::DOID:9835
107	Anatomy::UBERON:0000054
108	Anatomy::UBERON:0000056
109	Disease::DOID:11819
110	Disease::DOID:263
111	Disease::DOID:585
112	Anatomy::UBERON:0000057
113	Anatomy::UBERON:0000165
114	Disease::DOID:13241
115	Disease::DOID:216
116	Disease::DOID:824
117	Anatomy::UBERON:0000178
118	Disease::DOID:10608
119	Disease::DOID:12365
120	Disease::DOID:2043
121	Disease::DOID:2355
122	Disease::DOID:5419
123	Anatomy::UBERON:0000211
124	Disease::DOID:3571
125	Anatomy::UBERON:0000473
126	Disease::DOID:14227
127	Anatomy::UBERON:0000474
128	Anatomy::UBERON:0000482
129	Disease::DOID:10976
130	Disease::DOID:1312
131	Disease::DOID:2986
132	Anatomy::UBERON:0000483
133	Disease::DOID:11920
134	Disease::DOID:12236
135	Disease::DOID:8577
136	Disease::DOID:9206
137	Anatomy::UBERON:0000922
138	Disease::DOID:3070
139	Anatomy::UBERON:0000941
140	Disease::DOID:10941
141	Disease::DOID:3565
