more eff	2.5	CbGeAlD	Compound::DB00635	Gene::6579	Anatomy::UBERON:0002048	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0001004	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0002185	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0003126	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0001235	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0001135	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0002369	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0002048	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::3290	Anatomy::UBERON:0004535	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::213	Anatomy::UBERON:0002369	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0001004	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0000483	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0003126	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0001235	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0002369	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0002048	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::5243	Anatomy::UBERON:0004535	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0001004	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0002185	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0000483	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0003126	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0001235	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0001135	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0002369	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0002048	Disease::DOID:2841
more eff	2.5	CbGeAlD	Compound::DB00635	Gene::2908	Anatomy::UBERON:0004535	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::728	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::4319	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::3553	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::6774	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::5328	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::2615	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::4843	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::1116	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::958	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::3557	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::3371	Disease::DOID:2841
more eff	2.5	CtDuGaD	Compound::DB00635	Disease::DOID:8577	Gene::3383	Disease::DOID:2841
